Anr;EAN;Lief;Artikel;Land;IK;V1;V2;MWSt;VK1;eVK;Staffel1;EK-Staffel1;Staffel2;EK-Staffel2;Grundpreis-Einheit;Grundpreis-Faktor
441263;;SPI;VB Risotto Arborio Reis weiß;I;DD;25;kg;1;3,6;;;;;;;1
441322;9004145077379;STN;Alles im Grünen, Salatgewürz D;A;C%;6;15g;1;2,25;3,99;;;;;100g;6,667
441342;9004145073760;STN;Flower Power Gewürz-Blüten-Mis;A;C%;6;40g;1;2,77;4,99;;;;;100g;2,5
441347;;SPI;Naturreis, Mittelkorn Demeter;I;DD;25;kg;1;2,48;;;;;;;1
441357;;ELK;Naturreis, Mittelkorn Demeter;I;DD;5;kg;1;2,79;;;;;;;1
441362;9004145073777;STN;Laune gut Gewürz-Blüten-Zubere;A;C%;6;25g;1;2,77;4,99;;;;;100g;4
441382;9004145073784;STN;Scharfmacher Gewürz-Blüten-Mis;A;C%;6;30g;1;2,77;4,99;;;;;100g;3,333
441720;9004145077034;STN;Sonnenkuss Gewürz-Blüten-Misch;A;C%;6;35g;1;2,77;4,99;;;;;100g;2,857
441763;4019339207109;DAV;Milchreis weiß, rund;I;EG;8;500g;1;1,53;2,49;;;;;1kg;2
441867;4019339212189;DAV;Langkorn Naturreis, Vollkorn;I;EG;8;1kg;1;2,72;4,49;;;;;;1
441930;9004145029064;STN;Grüner Kaffee;NIC;EG;6;18 x 3g;1;2,7;4,89;;;;;100g;1,852
441941;4019339219102;DAV;Thaibonnet Reis, lang, weiß;I;EG;8;500g;1;1,53;2,49;;;;;1kg;2
441956;4019339219669;DAV;VB Thaibonnet Reis, lang, weiß;I;EG;25;kg;1;2,86;;;;;;;1
441961;4019339220108;DAV;Parboiled Reis Langkorn, weiß;PK;EG;8;500g;1;1,72;2,79;;;;;1kg;2
442088;4019339233108;DAV;Jasmin-Reis, weiß;K;EG;8;500g;1;1,72;2,79;;;;;1kg;2
442102;4019339234105;DAV;Mochi Reis,süßer Vollkornreis;USA;EG;8;500g;1;2,09;3,49;;;;;1kg;2
442122;4019339235102;DAV;Echter Basmati Reis weiß;IND;DD;8;500g;1;2,36;3,79;;;;;1kg;2
442162;4019339236109;DAV;Echter Basmati Reis, Vollkorn;IND;DD;8;500g;1;2,05;3,29;;;;;1kg;2
442226;4019339239100;DAV;Arborio Reis, weiß f. Risotto;I;EG;8;500g;1;2,02;3,29;;;;;1kg;2
442266;4019339207666;DAV;Naturreis, Rundkorn;I;EG;25;kg;1;2,61;;;;;;;1
442278;9004145010536;STN;Die wilde Preiselbeere;D;99;6;250g;1;2,49;3,99;;;;;100g;0,4
442320;4019339214664;DAV;Naturreis, lang;I;EG;25;kg;1;2,74;;;;;;;1
442380;4019339220665;DAV;Parboiled Reis Langkorn, weiß;I;EG;25;kg;1;2,74;;;;;;;1
442390;;ELK;Parboiled Reis Langkorn, weiß;I;EG;5;kg;1;3,05;;;;;;;1
442484;4019339231661;DAV;VB Echter-Basmati-Reis, weiß;IND;EG;25;kg;1;3,61;;;;;;;1
442490;4019339235683;DAV;Basmati-Reis, weiß;PK;EG;25;kg;1;3,32;;;;;;;1
442706;4019339219188;DAV;Thaibonnet Reis, lang, weiß;I;EG;8;1kg;1;2,76;4,49;;;;;;1
442944;;BOL;VB Basmatireis natur;PK;EG;25;kg;1;3,23;;;;;;;1
442954;;ELK;Basmatireis natur;PK;EG;5;kg;1;3,55;;;;;;;1
442964;;BOL;Basmatireis weiß;IND;EG;25;kg;1;3,32;;;;;;;1
443076;4005561264188;BOL;Risotto Reis weiß;I;IA;6;500g;1;2,29;3,69;;;;;1kg;2
443096;4005561255186;BOL;Roter Reis natur;I;IA;6;500g;1;2,48;3,99;;;;;1kg;2
443105;4005561221174;BOL;Langkorn Reis, Indica, natur;I;IA;6;1kg;1;3,1;4,99;;;;;;1
443125;4005561221181;BOL;Langkorn Reis, Indica, natur;I;IA;6;500g;1;1,73;2,79;;;;;1kg;2
443150;4005561222188;BOL;Langkorn Reis, Indica, weiß;I;IA;6;500g;1;1,79;2,89;;;;;1kg;2
443185;4005561260173;BOL;Reis, rund natur;I;IA;6;1kg;1;2,79;4,49;;;;;;1
443209;4005561260180;BOL;Rundkorn Reis natur;I;IA;6;500g;1;1,73;2,79;;;;;1kg;2
443229;;BOL;Milchreis;I;IA;25;kg;1;2,78;;;;;;;1
443239;;ELK;Milchreis;I;IA;5;kg;1;3,09;;;;;;;1
443254;4005561261170;BOL;Milchreis;I;IA;6;500g;1;1,79;2,89;;;;;1kg;2
443289;;BOL;VB Parboiled Reis;I;IA;25;kg;1;2,94;;;;;;;1
443303;4005561263198;BOL;Parboiled Reis;I;IA;6;500g;1;1,73;2,79;;;;;1kg;2
443398;4005561258187;BOL;Basmatireis natur;IND;EG;6;500g;1;1,85;2,99;;;;;1kg;2
443412;4005561258170;BOL;Basmatireis natur;IND;EG;6;1kg;1;3,41;5,49;;;;;;1
443452;4005561259184;BOL;Basmatireis weiß;IND;EG;6;500g;1;2,04;3,29;;;;;1kg;2
443472;4005561259177;BOL;Basmatireis weiß;IND;EG;6;1kg;1;3,58;5,79;;;;;;1
443487;4005561254189;BOL;Gourmet-Reismischung;D;C%;10;500g;1;2,48;3,99;;;;;1kg;2
444257;4250085771357;GRN;green Echter Basmati Reis weiß;IND;EG;10;500g;1;1,71;2,59;;;;;1kg;2
444262;4250085771128;GRN;green Naturreis Mittelkorn;GR;EG;12;1kg;1;1,87;2,99;;;;;;1
444277;4250085771135;GRN;green Echter Basmati Reis weiß;D;EG;12;1kg;1;2,9;4,49;;;;;;1
444297;4250085771142;GRN;green Parboiled Reis lang;PK;EG;12;1kg;1;2,44;3,79;;;;;;1
444317;4250085770220;GRN;green Walnusskerne;LV;EG;12;150g;1;2,09;3,29;;;;;100g;0,667
444327;4250085770237;GRN;green Mandeln;PK;EG;12;200g;1;2,86;4,49;;;;;100g;0,5
444337;4250085770244;GRN;green Nusskernmischung;LV;EG;12;200g;1;2,95;4,59;;;;;100g;0,5
444347;4250085770251;GRN;green Pinienkerne;LV;EG;12;60g;1;1,69;2,69;;;;;100g;1,667
444357;4250085776369;GRN;Ef_green Sultaninen;TR;EG;12;200g;1;0,99;1,49;;;;;100g;0,5
444367;4250085776338;GRN;green Sultaninen;TR;EG;11;500g;1;1,96;3,19;;;;;1kg;2
444387;4250085776383;GRN;green Feigen;TR;EG;12;250g;1;2,08;3,29;;;;;100g;0,4
444410;4250085771173;GRN;green Sauerkirschen im Glas;D;C%;8;680g;1;2,84;4,29;;;;;1kg;1,471
444420;4250085771197;GRN;green Aprikosen im Glas;D;C%;8;680g;1;2,45;3,79;;;;;1kg;1,471
444430;4250085771203;GRN;green Pflaumen im Glas;D;C%;8;680g;1;2,19;3,39;;;;;1kg;1,471
444497;4250085788157;GRN;green Pfirsiche im Glas;ARM;C%;6;740g;1;2,63;3,99;;;;;1kg;1,351
445974;;ELK;Basmatireis weiß;IND;EG;5;kg;1;3,55;;;;;;;1
449509;4024297060413;NAT;Hartweizen-Vollkorn Spirelli;D;DD;9;500g;1;1,63;2,59;;;;;1kg;2
449589;4024297060147;NAT;Dinkel-Vollkorn-Spaghetti deme;D;DD;10;500g;1;1,99;3,29;;;;;1kg;2
449623;4024297060444;NAT;Dinkel-Vollkorn-Spirelli demet;D;DD;9;500g;1;1,99;3,29;;;;;1kg;2
449663;4024297060581;NAT;Dinkel-Vollkorn-Bandnudeln dem;D;DD;10;500g;1;1,99;3,29;;;;;1kg;2
449678;4024297062813;NAT;Dinkel-Vollkorn-Penne demeter;D;DD;9;500g;1;1,99;3,29;;;;;1kg;2
449683;4024297061601;NAT;Dinkel-Spirelli, hell demeter;D;DD;9;500g;1;2,09;3,39;;;;;1kg;2
449698;4024297062639;NAT;Dinkel-Bandnudeln gewalzt, dem;D;DD;10;500g;1;2,19;3,49;;;;;1kg;2
449707;4024297061625;NAT;Dinkel-Spaghetti, hell demeter;D;DD;10;500g;1;2,09;3,39;;;;;1kg;2
449712;4024297062615;NAT;Dinkel-Penne, hell;D;DD;9;500g;1;2,09;3,39;;;;;1kg;2
449727;4024297060901;NAT;Hartweizen Spirelli hell demet;D;DD;9;500g;1;1,62;2,59;;;;;1kg;2
449732;4024297004356;NAT;Dinkel Lasagne hell;D;DD;10;250g;1;2,12;3,49;;;;;100g;0,4
449767;4024297060925;NAT;Hartweizen Maccaroni lang hell;D;DD;10;500g;1;1,63;2,59;;;;;1kg;2
449787;4024297060949;NAT;Hartweizen Spaghetti hell;D;DD;10;500g;1;1,63;2,59;;;;;1kg;2
449930;4024297006367;NAT;Dinkel-Fadennudeln hell;D;DD;9;250g;1;1,21;1,99;;;;;100g;0,4
449950;4024297006343;NAT;Dinkel-Hörnchen hell;D;DD;12;500g;1;2,09;3,39;;;;;1kg;2
449970;4024297006329;NAT;Dinkel-Maccaroni kurz, hell;D;DD;12;500g;1;2,09;3,39;;;;;1kg;2
450148;4024297007159;NAT;Fleur de Sel, handgeschöpft Gl;P;ng;6;75g;1;3,03;4,99;;;;;100g;1,333
450178;4024297013402;NAT;Chocolino-Malzkaffee Instant;CH;C%;6;175g;1;3,73;5,69;;;;;100g;0,571
450326;4022381471206;SPI;Schwäbische Bauernspätzle deme;D;DD;12;500g;1;1,4;2,49;;;;;1kg;2
450346;4022381013116;SPI;VB Schwäbische Bauernspätzle;D;DD;5;kg;1;3,09;;;;;;;1
450415;4024297005018;NAT;Weihnachtsnudeln Nikolini;D;DD;12;250g;1;1,24;1,99;;;;;100g;0,4
450420;4022381475204;SPI;Ef_Schwäbische Sonntagsspätzle;D;DD;12;500g;1;1,9;3,49;;;;;1kg;2
450450;4022381015936;SPI;Ef_Gabel-Spaghetti;D;DD;10;500g;1;1,39;2,49;;;;;1kg;2
450489;4022381014069;SPI;Ef_Dinkel VK-Fadennudeln;D;DD;15;250g;1;1,22;2,19;;;;;100g;0,4
450490;4022381019767;SPI;Ef_Dinkel-Lasagne hell;D;DD;10;250g;1;2,07;3,79;;;;;100g;0,4
450494;4022381013826;SPI;Ef_Hartweizengrieß Bandnudel 18mm;D;DD;8;500g;1;1,4;2,49;;;;;1kg;2
450496;4022381015950;SPI;Ef_Dinkel-Muschelnudeln;D;DD;15;250g;1;1,22;2,19;;;;;100g;0,4
450497;4022381013925;SPI;Ef_Dinkel Bandnudel 18mm hell;D;DD;8;500g;1;1,89;3,29;;;;;1kg;2
450498;4022381013864;SPI;Ef_Dreh-Hörnchen;D;DD;8;500g;1;1,4;2,49;;;;;1kg;2
450499;4022381014045;SPI;Ef_Dinkel VK-Röhrchen;D;DD;8;500g;1;1,75;2,99;;;;;1kg;2
450500;4022381014106;SPI;Ef_Dinkel Vollkorn Spiralen;D;DD;8;500g;1;1,78;2,99;;;;;1kg;2
450742;4022381000345;SPI;Schwäbische Backerbsen;D;C%;6;150g;1;1,28;1,99;;;;;100g;0,667
451560;8711823108089;RIT;Gemüse-Chips mit Meersalz;NL;C%;10;75g;1;1,85;2,99;;;;;100g;1,333
451570;8711823108072;RIT;Gemüse-Chips Rosmarin;NL;C%;10;75g;1;1,85;2,99;;;;;100g;1,333
451580;8711823108034;RIT;Rote Beete Chips mit Meersalz;NL;C%;10;75g;1;1,85;2,99;;;;;100g;1,333
451590;8711823122207;RIT;Kartoffelchips Meersalz;NL;C%;10;125g;1;1,53;2,49;;;;;100g;0,8
451600;8711823122191;RIT;Kartoffelchips Paprika;NL;C%;10;125g;1;1,53;2,49;;;;;100g;0,8
451610;8711812415624;RIT;Gemüse-Chips Chioggia Meersalz;NL;C%;10;75g;1;1,85;2,99;;;;;100g;1,333
451630;8711812416041;RIT;Kesselchips Meersalz;NL;C%;10;100g;1;1,53;2,49;;;;;100g;0,8
451640;8711812415907;RIT;Kesselchips Rosmarin;NL;C%;10;100g;1;1,53;2,49;;;;;100g;0,8
451650;8711812416188;RIT;Kesselchips Sweet Chili;NL;C%;10;100g;1;1,53;2,49;;;;;100g;0,8
451668;;CAR;Rohrohrzucker, fein;RA;C%;25;kg;1;2,25;;;;;;;1
451675;;ELK;Rohrohrzucker, fein;IND;C%;5;kg;1;2,35;;;;;;;1
451690;8711812414870;RIT;Kichererbsen-Chips Meersalz;NL;C%;8;75g;1;1,85;2,99;;;;;100g;1,333
451700;8711812414597;RIT;Kichererbsen-Chips Paprika;NL;C%;8;75g;1;1,85;2,99;;;;;100g;1,333
451710;8711812414733;RIT;Kichererbsen-Chips Rosmarin;NL;C%;8;75g;1;1,85;2,99;;;;;100g;1,333
451926;4024297007852;NAT;VK Knäckebrot mit Dinkel;D;DD;12;250g;1;1,31;2,09;;;;;100g;0,4
451948;4015637823836;BAK;Obstkuchen Rührteig glfr;D;C%;6;400g;1;1,87;2,99;;;;;1kg;2,5
451956;4015637823584;BAK;Dinkel Apfelkuchen;D;DD;6;440g;1;1,89;2,99;;;;;1kg;2,273
451966;4015637822990;BAK;Brownies, glutenfrei;D;C%;6;400g;1;2,34;3,79;;;;;1kg;2,5
451986;4015637823003;BAK;Pizza-Teig, glutenfrei;D;C%;6;350g;1;1,76;2,89;;;;;1kg;2,857
451996;4015637826400;BAK;Marmorkuchen glutenfrei;D;C%;6;415g;1;2,34;3,79;;;;;1kg;2,41
452010;4015637826394;BAK;Mürbteig glutenfrei;D;C%;6;350g;1;1,89;2,99;;;;;1kg;2,857
452030;4015637826417;BAK;Wunderbröd glutenfrei;D;C%;6;600g;1;2,55;3,99;;;;;1kg;1,667
452337;4015637824147;BAK;3-Korn Waffeln/waffles gaufres;D;C%;6;200g;1;1,11;1,79;;;;;100g;0,5
452645;4024297008019;NAT;Erdnüsse in der Schale;ET;EG;6;330g;1;2,18;3,59;;;;;1kg;3,03
453003;4018462142103;BYO;Spaghetti, semola;I;C%;12;500g;1;1,24;1,99;;;;;1kg;2
453023;4018462142202;BYO;Penne, semola;I;C%;12;500g;1;1,24;1,99;;;;;1kg;2
453043;4018462142301;BYO;Spiralen, semola;I;C%;12;500g;1;1,24;1,99;;;;;1kg;2
453050;4024297007975;NAT;VB Syramena Zuckersticks;RA;EG;1;1000 x4g;1;32;;;;;;1kg;0,4
453063;4018462142400;BYO;Volanti, semola (gedrehte Hütc;I;C%;12;500g;1;1,24;1,99;;;;;1kg;2
453083;4018462142707;BYO;Pipe Rigate, semola;I;C%;12;500g;1;1,24;1,99;;;;;1kg;2
453086;4024297007814;NAT;Delikatess Vollkorn-Knäckebrot;D;DD;12;250g;1;1,25;1,99;;;;;100g;0,4
453102;4024297007838;NAT;Sesam-Vollkorn-Knäckebrot;D;DD;12;250g;1;1,31;2,09;;;;;100g;0,4
453103;4018462147108;BYO;Spaghetti, Sommerdinkel,semola;I;C%;12;500g;1;2,3;3,79;;;;;1kg;2
453107;4018462143001;BYO;Tagliatelle (Nester);I;C%;12;250g;1;1,24;1,99;;;;;100g;0,4
453113;4018462147207;BYO;Hörnchen, Sommerdinkel, semola;I;C%;12;500g;1;2,3;3,79;;;;;1kg;2
453123;4018462147306;BYO;Spiralen, Sommerdinkel, semola;I;C%;12;500g;1;2,3;3,79;;;;;1kg;2
453127;4018462142905;BYO;Filini (Suppennud. als Fäden);I;C%;12;250g;1;0,61;0,99;;;;;100g;0,4
453133;4018462147405;BYO;Volanti, Sommerdinkel, semola;I;C%;12;500g;1;2,3;3,79;;;;;1kg;2
453167;4018462142509;BYO;Spiralen, semola bunt;I;C%;12;500g;1;1,24;1,99;;;;;1kg;2
453187;4018462142608;BYO;Farfalle, semola, bunt;I;C%;12;250g;1;1,11;1,79;;;;;100g;0,4
453305;4018462140109;BYO;Spaghetti Vollkorn, integrale;I;C%;12;500g;1;1,39;2,29;;;;;1kg;2
453325;4018462140307;BYO;Spiralen Vollkorn, integrale;I;C%;12;500g;1;1,39;2,29;;;;;1kg;2
453344;4005967592489;ROS;Ingwer in Zartbitter;D;C%;6;80g;1;1,87;2,99;;;;;100g;1,25
453345;4018462140802;BYO;Penne Vollkorn, integrale;I;C%;12;500g;1;1,39;2,29;;;;;1kg;2
453414;4018462140208;BYO;Lasagneplatten Vollkorn, integ;I;C%;12;250g;1;1,39;2,29;;;;;100g;0,4
453429;4018462142813;BYO;Lasagneplatten;I;C%;12;250g;1;1,39;2,29;;;;;100g;0,4
453449;4018462142165;BYO;Spaghettini, semola;I;C%;12;500g;1;1,24;1,99;;;;;1kg;2
453469;4018462145005;BYO;Rigatoni, semola;I;C%;12;500g;1;1,24;1,99;;;;;1kg;2
453489;4018462143100;BYO;Tagliatelle (Nester), grün;I;C%;12;250g;1;1,24;1,99;;;;;100g;0,4
453506;4016249012755;ALO;Butterkeks;D;C%;12;150g;1;1,87;2,99;;;;;100g;0,667
453526;4016249012694;ALO;Amaranth-Butterkeks;D;C%;12;150g;1;1,87;2,99;;;;;100g;0,667
453543;4018462142875;BYO;Lasagne hell 1/2 Gastronorm;I;C%;5;kg;1;3,74;28,89;;;;;;1
453545;4018462142776;BYO;Lasagne hell 1/2 Gastronorm;I;C%;5;kg;1;3,74;28,89;;;;;;1
453551;4016249012700;ALO;Dinkel-Butterkeks;D;C%;12;150g;1;1,87;2,99;;;;;100g;0,667
453558;4018462142004;BYO;Cannelloni;I;C%;12;250g;1;1,39;1,99;;;;;100g;0,4
453560;4018462145203;BYO;Gnocchiform, semola;I;C%;12;500g;1;1,24;1,99;;;;;1kg;2
453578;4018462144503;BYO;Hörnchen,semola;I;C%;12;500g;1;1,24;1,99;;;;;1kg;2
453598;4018462149102;BYO;Bunte Buchstabennudeln;I;C%;12;250g;1;1,11;1,79;;;;;100g;0,4
453602;4016249012748;ALO;Familienkeks;D;C%;12;200g;1;1,58;2,49;;;;;100g;0,5
453622;4016249012724;ALO;Choco Kekse Vollmilch;D;C%;6;130g;1;2,18;3,49;;;;;100g;0,769
453642;4016249012717;ALO;Choco Kekse Zartbitter;D;C%;6;130g;1;2,18;3,49;;;;;100g;0,769
453647;4018462143612;BYO;Filini Suppennudeln;I;C%;5;kg;1;1,99;15,29;;;;;;1
454005;8032804430501;FEL;Grüne Erbsen Fusilli;I;C%;12;250g;1;2,34;3,69;;;;;100g;0,4
454015;8032804430662;FEL;Grüne Erbsen Mezze Penne;I;C%;12;250g;1;2,34;3,69;;;;;100g;0,4
454030;8032804436138;FEL;Mais Fusilli;I;C%;12;500g;1;2,14;3,49;;;;;1kg;2
454040;8032804434141;FEL;Mais Penne;I;C%;12;500g;1;2,14;3,49;;;;;1kg;2
454080;8000113009466;VBC;Cornflakes glutenfrei;I;C%;8;225g;1;0,8;2,49;;;;;1kg;4,444
454085;8000113009473;VBC;Mehrkorn Flakes glutenfrei;I;C%;8;300g;1;2,71;3,99;;;;;1kg;3,333
454090;8000113009671;VBC;Schoko Reis Crispies glutenfre;I;C%;8;300g;1;2,56;3,99;;;;;1kg;3,333
454095;8000113009688;VBC;Haselnuss-Schoko Kissen;I;C%;8;300g;1;2,98;4,69;;;;;1kg;3,333
454100;8000113009695;VBC;Erdbeerkissen glutenfrei;I;C%;8;300g;1;2,98;4,69;;;;;1kg;3,333
454142;8032804436176;FEL;Reis Fusilli Tricolore;I;C%;12;500g;1;2,43;3,89;;;;;1kg;2
454152;8032804431508;FEL;Buchweizen Penne;I;C%;12;250g;1;1,79;2,79;;;;;100g;0,4
454162;8032804431522;FEL;Buchweizen Fusilli;I;C%;12;250g;1;1,79;2,79;;;;;100g;0,4
454172;8032804436152;FEL;Mais Spaghetti;I;C%;12;500g;1;2,14;3,19;;;;;1kg;2
454180;8032804431027;FEL;Reis Penne (100% VK-Reis);I;C%;12;250g;1;1,66;2,69;;;;;1kg;4
454190;8032804431041;FEL;Reis Fusilli (100% VK-Reis);I;C%;12;250g;1;1,66;2,69;;;;;1kg;4
454230;8032804431140;FEL;4- Korn Penne;I;C%;12;500g;1;2,43;3,89;;;;;1kg;2
454240;8032804431164;FEL;4- Korn Fusilli;I;C%;12;500g;1;2,43;3,89;;;;;1kg;2
454250;8032804432024;FEL;Mais-Reis Lasagne (Platten);I;C%;12;250g;1;2,51;3,99;;;;;100g;0,4
454255;8032804430792;FEL;Gelbe Linsen Caserecce;I;C%;12;250g;1;2,39;3,69;;;;;100g;0,4
454265;8032804430785;FEL;Gelbe Linsen Spaghetti;I;C%;12;250g;1;2,53;3,99;;;;;100g;0,4
454275;8032804430761;FEL;Gelbe Linsen Lasagne;I;C%;12;250g;1;2,94;4,49;;;;;100g;0,4
454280;8032804430471;FEL;Rote Linsen Sedanini;I;C%;12;250g;1;2,34;3,69;;;;;100g;0,4
454290;8032804430488;FEL;Rote Linsen Fusilli;I;C%;12;250g;1;2,34;3,69;;;;;100g;0,4
454320;4016249017071;ALO;Peters Paprika Trio;D;C%;6;135g;1;1,71;2,59;;;;;100g;0,741
454340;4016249017057;ALO;Rolands Rote Bete Merrettich;D;C%;6;135g;1;1,71;2,59;;;;;100g;0,741
454360;4016249017033;ALO;Steffis Spinat Pinienkerne;D;C%;6;135g;1;1,71;2,59;;;;;100g;0,741
454380;4016249017019;ALO;Torstens Tomate Lauch;D;C%;6;135g;1;1,71;2,59;;;;;100g;0,741
454390;4016249132378;ALO;Bernds Brokkoli Mandel;D;C%;6;135g;1;1,71;2,59;;;;;100g;0,741
454400;4016249016395;ALO;Claudias Curry Zucchini;D;C%;6;135g;1;1,71;2,59;;;;;100g;0,741
454450;4016249108533;ALO;Andreas Aubergine Zucchini;D;C%;6;135g;1;1,71;2,59;;;;;100g;0,741
454470;4016249108519;ALO;Carinas Champignon Zwiebel;D;C%;6;135g;1;1,71;2,59;;;;;100g;0,741
454480;4016249108540;ALO;Ennos Erbse Basilikum;D;C%;6;135g;1;1,71;2,59;;;;;100g;0,741
454500;4016249108496;ALO;Karstens Kürbis Ingwer;D;C%;6;135g;1;1,71;2,59;;;;;100g;0,741
454510;4016249108526;ALO;Meikes Mais Paprika Chili;D;C%;6;135g;1;1,71;2,59;;;;;100g;0,741
454520;4016249108571;ALO;Reinhards Rucola Kirschtomate;D;C%;6;135g;1;1,71;2,59;;;;;100g;0,741
454600;4005514021677;TXR;Brotzeit Champignon;D;C%;5;125g;1;1,67;2,49;;;;;100g;0,8
454610;4005514021707;TXR;Brotzeit Delikatess;D;C%;5;125g;1;1,67;2,49;;;;;100g;0,8
454630;4005514021714;TXR;Brotzeit Grüner Pfeffer;D;C%;5;125g;1;1,67;2,49;;;;;100g;0,8
454660;4005514021769;TXR;Brotzeit Paprika;D;C%;5;125g;1;1,67;2,49;;;;;100g;0,8
454800;4016249132330;ALO;Barbaras Tomate Bärlauch;D;C%;6;135g;1;1,71;2,59;;;;;100g;0,741
454810;4016249132347;ALO;Patricks Tomate Pesto;D;C%;6;135g;1;1,71;2,59;;;;;100g;0,741
454820;4016249132354;ALO;Olivers Olive Tomate;D;C%;6;135g;1;1,71;2,59;;;;;100g;0,741
454830;4016249132361;ALO;Susis Scharfe Tomate;D;C%;6;135g;1;1,71;2,59;;;;;100g;0,741
454880;4016249148973;ALO;Claudias Curry Zucchini;D;C%;10;45g;1;0,65;0,99;;;;;100g;2,222
454890;4016249148959;ALO;Rolands Rote Bete Meerrettich;D;C%;10;45g;1;0,65;0,99;;;;;100g;2,222
454900;4016249148942;ALO;Steffis Spinat Piniekerne;D;C%;10;45g;1;0,65;0,99;;;;;100g;2,222
454910;4016249148935;ALO;Reinhards Rucola Kirschtomate;D;C%;10;45g;1;0,65;0,99;;;;;100g;2,222
454920;4016249148966;ALO;Susis scharfe Tomate;D;C%;10;45g;1;0,65;0,99;;;;;100g;2,222
455130;4005496224004;DAP;Käse-Tortellini;D;C%;10;250g;1;1,85;2,99;;;;;100g;0,4
455150;4005496224011;DAP;Gemüse-Tortellini;D;C%;10;250g;1;1,85;2,99;;;;;100g;0,4
455170;4005496224035;DAP;Champignon-Tortellini;D;C%;10;250g;1;1,85;2,99;;;;;100g;0,4
455380;4005496224028;DAP;Ricotta-Tortellini;D;C%;10;250g;1;1,85;2,99;;;;;100g;0,4
455410;4005496224059;DAP;Ravioli Käse-Spinat;D;C%;10;250g;1;1,85;2,99;;;;;100g;0,4
455420;4005496224042;DAP;Ravioli Tomate-Käse;D;C%;10;250g;1;1,85;2,99;;;;;100g;0,4
455480;4005496224196;DAP;Tortellini Steinpilz;D;C%;10;250g;1;1,85;2,99;;;;;100g;0,4
455500;8015197010512;iri;Spaghetti hell;I;C%;5;kg;1;1,89;;;;;;;1
455520;8015197010581;iri;Spiralen hell;I;C%;5;kg;1;1,79;;;;;;;1
455540;8015197010536;iri;Maccheroni dick, hell;I;C%;5;kg;1;1,79;;;;;;;1
455560;8015197010529;iri;Penne hell;I;C%;5;kg;1;1,79;;;;;;;1
455580;8015197010703;iri;Sedanini hell;I;C%;5;kg;1;1,79;;;;;;;1
455600;8015197010611;iri;Farfalle hell;I;C%;5;kg;1;1,89;;;;;;;1
455660;8015197010635;iri;Tagliatelle hell;I;C%;5;kg;1;1,89;;;;;;;1
455680;8015197010628;iri;Lasagne hell;I;C%;5;kg;1;3,59;;;;;;;1
455700;8015197041486;iri;Spaghetti Vollkorn;I;C%;5;kg;1;1,79;;;;;;;1
455720;8015197053267;iri;Penne Vollkorn;I;C%;5;kg;1;1,79;;;;;;;1
455740;8015197053250;iri;Spiralen Vollkorn;I;C%;5;kg;1;1,79;;;;;;;1
455760;8015197010604;iri;Hörnchen hell;I;C%;5;kg;1;1,79;;;;;;;1
455770;8015197052116;iri;Bunte Spiralen;I;C%;5;kg;1;2,57;;;;;;;1
455780;8015197052147;iri;Gnocchi hell;I;C%;5;kg;1;1,89;;;;;;;1
455790;8015197052123;iri;Filini (Fäden) Suppennudeln;I;C%;5;kg;1;1,89;;;;;;;1
455800;4005967000168;ROS;Nussecke mit Zartbitter-Boden;D;C%;24;ca. 75g;1;1,43;2,29;;;;;100g;1,333
455810;;ROS;Nougat-Taler;D;C%;18;ca. 75g;1;1,24;1,99;;;;;100g;1,333
455820;;ROS;Cappuccino-Schnitte;D;C%;16;ca. 80g;1;1,43;2,29;;;;;100g;1,25
455830;;ROS;Saaten-Knacker;D;C%;20;ca. 50g;1;1,43;2,29;;;;;100g;2
455850;;ROS;Mohn-Kuchenschnitte;D;C%;18;ca. 95g;1;1,24;1,99;;;;;100g;1,053
455860;;ROS;Schoko-Cashew-Cookie;D;99;15;ca. 75g;1;1,24;1,99;;;;;100g;1,333
455870;;ROS;Sesam-Amaranth-Cookie;D;99;15;ca. 75g;1;0,87;1,99;;;;;100g;1,333
455880;;ROS;Cashew-Quinoa-Ecke;D;99;24;ca. 75g;1;1,24;1,99;;;;;100g;1,333
455890;;ROS;Nougat-Cashew-Tartelette;D;99;20;ca. 50g;1;1,11;1,79;;;;;100g;2
455900;4005967001295;ROS;Kokos-Cranberry-Ecke;D;99;24;ca. 75g;1;1,24;1,99;;;;;100g;1,333
455910;4005967001301;ROS;Mandel-Amaranth-Ecke;D;99;24;ca. 75g;1;1,24;1,99;;;;;100g;1,333
455930;4005967001288;ROS;Plaumen-Crumble-Schnitte;D;C%;18;ca. 75g;1;1,24;1,99;;;;;100g;1,333
455950;4005967001806;ROS;Himbeer-Mandel-Schnitte;D;C%;18;ca. 75g;1;1,24;1,99;;;;;100g;1,333
455960;4005967001790;ROS;Dinkel-Brownie;D;99;36;ca. 35g;1;0,4;1,29;;;;;100g;2,857
455970;4005967001783;ROS;Pflaumen-Amaranth-Taler;D;C%;20;ca. 40g;1;0,56;1,79;;;;;100g;2,5
457860;8029774000827;TRB;Spaghetti semola;I;C%;12;500g;1;1,51;2,39;;;;;1kg;2
457880;8029774000957;TRB;Pennoni semola;I;C%;8;500g;1;2,37;3,59;;;;;1kg;2
457900;8029774000964;TRB;Calamarata semola;I;C%;8;500g;1;2,37;3,59;;;;;1kg;2
